EMPLOYEE_ID,RACE,GENDER,GENDER_NUM,DEPARTMENT_NAME,TITLE,REGULAR_PAY,PAY_NUM,LOG_PAY
2163,White,Female,0,BPS Ellis Elementary,Teacher,NA,NA,NA
2164,White,Female,0,BPS Special Education,ABA Specialist (BTU),"$48,039.18 ",48039.18,4.681595586
2165,White,Female,0,Edison K-8,Paraprofessional,"$39,996.67 ",39996.67,4.602023835
2166,White,Female,0,Brighton Police Department,Police Clerk And Typist,"$52,650.63 ",52650.63,4.721403572
2167,White,Female,0,Brighton Fire Department,Admin Asst,"$66,826.73 ",66826.73,4.824950211
2168,White,Female,0,BPS Timilty Middle,Part-Time Cafeteria Attendant,NA,NA,NA
2169,White,Male,1,Age Strong,Receptionist,"$41,227.09 ",41227.09,4.615182681
2170,White,Female,0,BPS English High,Teacher,"$84,281.68 ",84281.68,4.925733184
2171,NA,Female,0,BPS McKinley Middle,Nurse,"$124,387.54 ",124387.54,5.094776879
2172,White,Male,1,BPS Another Course To Colleg,Teacher,"$18,678.64 ",18678.64,4.271345252
2173,White,Female,0,Haley Pilot,Teacher,"$89,010.82 ",89010.82,4.949442802
2174,White,Female,0,Lyndon K-8,Paraprofessional,"$36,460.39 ",36460.39,4.56182131
2175,White,Male,1,Brighton Fire Department,Fire Fighter,"$103,174.93 ",103174.93,5.013574183
2176,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher,"$1,987.21 ",1987.21,3.298243764
2177,White,Female,0,BPS Condon Elementary,Paraprofessional,"$35,954.78 ",35954.78,4.555756636
2178,White,Female,0,BPS Horace Mann,Program Director (Basas 9A),"$125,172.06 ",125172.06,5.0975074
2179,White,NA,1,BPS Special Education,Sen Clerk School Sec 766-15B,"$40,909.96 ",40909.96,4.611829055
2180,White,Male,1,Public Works Department,Laborer Seasonal  (PW),"$3,993.11 ",3993.11,3.601311274
2181,White,Male,1,Brighton Police Department,Police Sergeant (Det),"$131,032.88 ",131032.88,5.117380287
2182,White,Male,1,Public Works Department,Supv-Highway Maint (Pwd),"$82,465.63 ",82465.63,4.916272981
2183,White,Female,0,Dudley St. Neighborhood School,Teacher,"$93,508.90 ",93508.9,4.970852948
2184,White,Female,0,BPS Blackstone Elementary,SpEd Support Svcs Coordinator,"$113,330.26 ",113330.26,5.054345885
2185,White,Female,0,Brighton Police Department,Police Dispatcher,"$87,578.47 ",87578.47,4.942397354
2186,White,Female,0,BPS Brighton Comm Leadership Ac,Teacher,"$108,273.24 ",108273.24,5.034521133
2187,White,Female,0,Brighton Police Department,Liaison Agent (BPD),"$42,536.95 ",42536.95,4.628766347
2188,White,Female,0,Brighton Police Department,Police Officer,"$101,622.31 ",101622.31,5.006989063
2189,NA,Female,0,BPS Quincy Elementary,Paraprofessional,"$49,894.79 ",49894.79,4.698055199
2190,White,Female,0,Young Achievers K-8,Teacher,"$109,644.59 ",109644.59,5.039987208
2191,White,Male,1,Tech Brighton Academy,Teacher,"$113,173.69 ",113173.69,5.053745476
2192,White,Female,0,West Zone ELC,Surround Care Paraprofessional,"$43,387.01 ",43387.01,4.637359722
2193,White,Male,1,Traffic Division,Parking Meter Supervisor,"$57,291.71 ",57291.71,4.758091785
2194,White,Male,1,Assessing Department,Supv-Asst Assessors,NA,NA,NA
2195,White,Male,1,"Kennedy, EM Health Academy",Community Field Coordinator,"$57,353.05 ",57353.05,4.758556518
2196,White,Female,0,BPS Latin Academy,Teacher,"$111,748.84 ",111748.84,5.048243024
2197,White,NA,1,Public Works Department,Laborer Seasonal  (PW),"$6,234.90 ",6234.9,3.794829492
2198,White,Female,0,Brighton Police Department,Police Officer,NA,NA,NA
2199,White,Male,1,Brighton Fire Department,Fire Lieutenant,"$145,070.18 ",145070.18,5.16157815
2200,White,Female,0,BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"$13,836.63 ",13836.63,4.141030328
2201,White,Female,0,BPS Lee Elementary,Teacher,"$96,766.52 ",96766.52,4.985725123
2202,White,Female,0,BPS Brighton Arts Academy,Teacher,"$119,176.87 ",119176.87,5.076191975
2203,White,Male,1,Age Strong,Driver,"$49,732.04 ",49732.04,4.696636274
2204,White,NA,1,BPS Russell Elementary,Teacher,"$121,881.49 ",121881.49,5.085937755
2205,White,Female,0,BPS Philbrick Elementary,Teacher,"$109,146.78 ",109146.78,5.038010928
2206,White,Male,1,Brighton Police Department,Police Officer Harborboat 3$8,"$100,419.56 ",100419.56,5.001818314
2207,White,NA,1,BPS Special Education,One to One Para,"$48,728.31 ",48728.31,4.687781349
2208,White,NA,1,Parks Department,Laborer Seasonal (Parks),"$13,412.15 ",13412.15,4.127498402
2209,White,Female,0,BPS Orchard Gardens K-8 Pilot,Teacher,"$112,624.22 ",112624.22,5.051631796
2210,White,Female,0,Treasury-Treasury Division,Business Operations Mgr,"$104,910.95 ",104910.95,5.02082082
2211,White,Male,1,Brighton Police Department,Police Offc Bomb Squad,"$102,693.97 ",102693.97,5.011544943
2212,White,Female,0,Young Achievers K-8,Nurse,"$57,261.60 ",57261.6,4.757863479
2213,White,Female,0,BPS Mason Elementary,Surround Care Paraprofessional,"$33,258.63 ",33258.63,4.521904356
2214,White,Male,1,Brighton Police Department,Police Officer,"$108,112.50 ",108112.5,5.03387591
2215,White,NA,1,Traffic Division,Parking Meter Supervisor,"$46,823.37 ",46823.37,4.670462668
2216,White,Female,0,BPS Quincy Elementary,Teacher,"$79,197.18 ",79197.18,4.898709718
2217,White,Female,0,Mission Hill K-8,Teacher,"$117,965.52 ",117965.52,5.071755086
2218,NA,Female,0,Warren/Prescott K-8,Teacher,"$116,015.55 ",116015.55,5.064516203
2219,White,Female,0,BPS High School Renewal,Secondary Superintendent (F),"$175,844.78 ",175844.78,5.245129481
2220,White,Female,0,Brighton Police Department,Police Officer,"$90,779.42 ",90779.42,4.957987404
2221,NA,Female,0,Brighton Public Library,Library Aide,"$3,965.29 ",3965.29,3.598274955
2222,Black,Female,0,BPS Counseling Service,School Psychologist(1),"$6,166.82 ",6166.82,3.790061272
2223,White,Female,0,Tech Brighton Academy,Student Dev Counselor (1),"$98,593.22 ",98593.22,4.993847051
2224,White,Female,0,Mattahunt Elementary School,Teacher,"$83,179.00 ",83179,4.920013695
2225,White,Male,1,"Greenwood, S K-8",Teacher,"$64,058.42 ",64058.42,4.806576223
2226,White,Female,0,BPS Transportation,Standby Cab Monitor HE,"$16,882.25 ",16882.25,4.227430327
2227,White,Female,0,BPS O'Bryant School,Teacher,"$119,659.84 ",119659.84,5.077948418
2228,White,Female,0,BPS Special Education,Speech & Language Pathologist,"$118,463.22 ",118463.22,5.073583533
2229,White,Male,1,BPS Human Resource Team,Teacher,"$104,603.22 ",104603.22,5.019545054
2230,White,Male,1,Property Management,Admin Asst (PFD),"$77,839.11 ",77839.11,4.891197862
2231,White,Male,1,Brighton Fire Department,Maint Mech (Painter)##,"$54,660.66 ",54660.66,4.737674871
2232,White,Female,0,BPS Special Education,One to One Para,"$34,614.57 ",34614.57,4.539258941
2233,White,Male,1,BPS East Brighton High,Teacher,"$88,601.32 ",88601.32,4.947440192
2234,White,Male,1,Dpt of Innovation & Technology,Asst Manager-Data Processing,"$71,459.27 ",71459.27,4.854058575
2235,White,Female,0,"UP ""Unlocking Potential"" Acad",Part-Time Cafeteria Attendant,"$22,676.16 ",22676.16,4.355569513
2236,White,Female,0,BPS Edwards Middle,Paraprofessional,"$14,566.90 ",14566.9,4.163367139
2237,White,Male,1,Brighton Police Department,Police Officer,"$100,303.28 ",100303.28,5.001315135
2238,White,Female,0,BPS Mckay Elementary,Teacher,"$90,879.90 ",90879.9,4.95846784
2239,White,Female,0,BPS Bradley Elementary,Teacher,"$114,430.06 ",114430.06,5.058540126
2240,White,Female,0,BPS Sumner Elementary,Asst Principal Elementary,"$89,643.65 ",89643.65,4.952519531
2241,White,Male,1,Brighton Fire Department,Fire Fighter,"$116,452.40 ",116452.4,5.066148443
2242,White,Female,0,BPS Transportation,Manager (C) (non-ac),"$78,576.40 ",78576.4,4.895292128
2243,NA,Female,0,BPS Substitute Teachers/Nurs,Substitute Nurse,"$5,532.71 ",5532.71,3.742937907
2244,White,Male,1,"Kennedy, JF Elementary",Teacher,"$104,344.87 ",104344.87,5.018471102
2245,White,Male,1,BPS Athletics,Coach (NonTPP),"$5,876.34 ",5876.34,3.769106916
2246,White,NA,1,BPS Mason Elementary,Part-Time Cafeteria Attendant,"$13,775.18 ",13775.18,4.139097282
2247,White,Female,0,Neighborhood Development,Communication Spec,"$46,788.61 ",46788.61,4.670140143
2248,White,Female,0,BPS Kenny Elementary,Principal Elementary,"$142,779.76 ",142779.76,5.154666648
2249,NA,NA,1,Brighton Police Department,Prin Admin Asst,"$87,563.03 ",87563.03,4.942320781
2250,White,Female,0,Brighton Public Library,Spec Library Asst II,"$59,456.47 ",59456.47,4.774199121
2251,NA,Female,0,BPS Counseling Service,School Psychologist(2),"$28,808.54 ",28808.54,4.459521249
2252,White,Female,0,Parks Department,Prin Admin Asst,"$94,873.00 ",94873,4.977142634
2253,White,Female,0,BPS Special Education,Speech & Language Pathologist,NA,NA,NA
2254,White,Male,1,BPS Human Resource Team,Teacher,"$10,735.38 ",10735.38,4.030817422
2255,White,Female,0,BPS Tynan Elementary,Teacher,"$84,893.36 ",84893.36,4.928873723
2256,White,Male,1,Traffic Division,Parking Meter Oper Person I##,"$55,059.02 ",55059.02,4.740828477
2257,White,Female,0,Curley K-8,Teacher,"$8,251.05 ",8251.05,3.916509219
2258,White,Female,0,BPS Counseling & Intervtn Ct,Specialist (BTU) non ac,"$99,760.18 ",99760.18,4.998957224
2259,White,Male,1,Brighton Fire Department,Fire Fighter,"$126,412.62 ",126412.62,5.101790433
2260,White,Male,1,Brighton Police Department,Police Officer,"$84,755.37 ",84755.37,4.928167224
2261,White,Male,1,Parks Department,Laborer (Park),"$42,796.99 ",42796.99,4.631413225
2262,White,Male,1,Early Learning Services,Program Director (Basas 9),"$105,115.46 ",105115.46,5.021666595
2263,NA,Female,0,BPS Latin Academy,Teacher,"$111,838.39 ",111838.39,5.048590906
2264,NA,Female,0,Brighton Police Department,Police Officer,"$97,491.10 ",97491.1,4.988964971
2265,White,Female,0,BPS English High,Teacher,"$117,455.94 ",117455.94,5.069874985
2266,White,NA,1,BPS School Safety Service,Officer-Bps Police,"$5,465.84 ",5465.84,3.737656915
2267,White,Male,1,Brighton Fire Department,Dep Fire Chief Administration,"$230,508.18 ",230508.18,5.362686342
2268,White,Male,1,Brighton Fire Department,Fire Fighter,"$121,749.57 ",121749.57,5.085467436
2269,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$69,986.22 ",69986.22,4.845012538
2270,White,Female,0,Neighborhood Development,Sr Program Manager,"$95,835.67 ",95835.67,4.981527183
2271,White,Male,1,Tech Brighton Academy,Teacher,"$110,684.56 ",110684.56,5.044087043
2272,White,Male,1,Brighton Police Department,School Traffic Supv,"$8,300.70 ",8300.7,3.919114718
2273,White,Male,1,Brighton Police Department,Police Sergeant,"$125,781.15 ",125781.15,5.099615561
2274,White,Female,0,Teaching & Learning,Instructional Coach,"$98,276.62 ",98276.62,4.992450211
2275,White,Male,1,Public Works Department,Maint Mech(LightSvcRpr)(Pwd)##,"$65,352.69 ",65352.69,4.815263468
2276,White,Male,1,Brighton Fire Department,Fire Fighter,"$125,890.90 ",125890.9,5.099994338
2277,White,Male,1,Public Facilities Department,Clerk of Works II (PFD),"$98,971.35 ",98971.35,4.995509494
2278,White,Female,0,BPS Bates Elementary,Teacher,"$119,982.12 ",119982.12,5.079116531
2279,White,Male,1,Brighton Fire Department,Fire Fighter,"$90,490.66 ",90490.66,4.956603756
2280,White,Male,1,Brighton Fire Department,Fire Fighter,"$130,484.36 ",130484.36,5.11555846
2281,White,Female,0,Brighton Police Department,Police Clerk And Typist,"$47,172.28 ",47172.28,4.673686868
2282,White,Female,0,Warren/Prescott K-8,Paraprofessional,"$31,686.12 ",31686.12,4.500869063
2283,White,Male,1,Brighton Fire Department,Fire Fighter,"$98,370.51 ",98370.51,4.992864923
2284,White,Male,1,Brighton Fire Department,FF (EMS Coordinator),"$88,575.79 ",88575.79,4.947315034
2285,White,Female,0,BPS Sumner Elementary,Teacher,"$120,018.08 ",120018.08,5.079246675
2286,Black,Female,0,BPS Horace Mann,Teacher,"$109,708.14 ",109708.14,5.040238852
2287,White,Female,0,BPS McKinley Middle,Teacher,"$114,333.28 ",114333.28,5.058172663
2288,White,Female,0,BPS McKinley Middle,Paraprofessional,"$48,875.53 ",48875.53,4.68909148
2289,NA,NA,1,Neighborhood Services,Staff Asst I,"$31,139.44 ",31139.44,4.493310798
2290,NA,Female,0,Brighton Fire Department,Fire Alarm Operator,"$121,556.30 ",121556.3,5.084777472
2291,NA,Male,1,Brighton Fire Department,Fire Fighter,"$81,079.37 ",81079.37,4.908910365
2292,NA,Male,1,Brighton Fire Department,Fire Lieutenant,"$143,016.44 ",143016.44,5.155385963
2293,Hispanic,Female,0,Higginson/Lewis K-8,Teacher,"$128,330.77 ",128330.77,5.1083308
2294,Black,Female,0,ASD Human Resources,Sr Admin Asst,"$83,796.11 ",83796.11,4.923223858
2295,Black,Female,0,"UP ""Unlocking Potential"" Acad",Teacher,"$60,919.12 ",60919.12,4.784753621
2296,NA,NA,1,Brighton Public Library,Sr Bldg Custodian,"$51,963.48 ",51963.48,4.715698228
2297,NA,NA,1,Brighton Public Library,Sr Library Asst,"$50,045.64 ",50045.64,4.699366248
2298,White,Female,0,"Kennedy, JF Elementary",Teacher,"$86,440.90 ",86440.9,4.93671928
2299,Asian,Female,0,BPS Charlestown High,Cafeteria Manager14,"$50,766.62 ",50766.62,4.705578249
2300,Asian,NA,1,BPS South Brighton HS - Excel,Teacher,"$72,705.70 ",72705.7,4.86156846
2301,NA,Male,1,Brighton Police Department,Police Detective,"$104,628.97 ",104628.97,5.01965195
2302,Hispanic,Female,0,Brighton Police Department,Police Officer,"$93,024.53 ",93024.53,4.968597484
2303,Black,Male,1,BPS Welcome Services,Hot Line Worker,"$10,727.72 ",10727.72,4.03050743
2304,Asian,Male,1,BPS Athletics,Coach (NonTPP),"$5,895.32 ",5895.32,3.770507384
2305,White,Female,0,Lyndon K-8,Teacher,"$110,465.36 ",110465.36,5.043226112
2306,NA,Female,0,BPS Special Education,Speech & Language Pathologist,"$120,462.66 ",120462.66,5.080852449
2307,NA,Female,0,BPS Special Education,Occupational Therapist,"$120,866.38 ",120866.38,5.082305515
2308,NA,NA,1,Brighton Public Library,Sr Library Asst (Branch),"$49,877.29 ",49877.29,4.697902849
2309,White,Male,1,BPS Facility Management,Jr Cust/Nights,"$51,075.51 ",51075.51,4.708212712
2310,White,Male,1,Brighton Fire Department,Fire Fighter,"$94,703.32 ",94703.32,4.976365204
2311,White,Male,1,Brighton Police Department,Police Officer,"$102,327.75 ",102327.75,5.009993425
2312,White,Female,0,BPS Mather Elementary,Teacher,"$104,132.90 ",104132.9,5.017587963
2313,White,Female,0,Haley Pilot,Paraprofessional,"$43,370.29 ",43370.29,4.637192326
2314,White,Male,1,Brighton Fire Department,Fire Fighter,"$122,756.17 ",122756.17,5.08904333
2315,White,Female,0,UP Academy Holland,Paraprofessional,"$35,361.91 ",35361.91,4.548535714
2316,White,Male,1,Brighton Police Department,Police Sergeant (Det),"$129,351.44 ",129351.44,5.111771268
2317,Hispanic,Female,0,BPS Bradley Elementary,Lunch Hour Monitors,"$1,929.75 ",1929.75,3.28550105
2318,White,Male,1,Traffic Division,Parking Meter Supervisor,"$60,637.39 ",60637.39,4.7827405
2319,White,Male,1,BPS Latin Academy,Teacher,"$114,868.48 ",114868.48,5.060200874
2320,White,Male,1,BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"$10,982.39 ",10982.39,4.040696862
2321,NA,Male,1,Brighton Fire Department,Fire Fighter,"$109,891.13 ",109891.13,5.040962639
2322,White,Female,0,BPS Brighton Latin,Teacher,"$102,989.96 ",102989.96,5.012794889
2323,White,Male,1,Traffic Division,Parking Meter Supervisor,"$56,776.76 ",56776.76,4.754170606
2324,White,Male,1,BPS Facility Management,Sen Cust C,"$60,884.31 ",60884.31,4.784505389
2325,White,Male,1,Brighton Police Department,Police Officer,"$100,303.28 ",100303.28,5.001315135
2326,White,Female,0,BPS Orchard Gardens K-8 Pilot,Nurse,"$119,079.90 ",119079.9,5.075838461
2327,NA,Male,1,BPS Grew Elementary,Family Liaison,"$28,136.04 ",28136.04,4.449262973
2328,NA,Female,0,Brighton Fire Department,Fire Fighter,"$129,613.25 ",129613.25,5.112649401
2329,White,Male,1,Brighton Public Library,Sr Bldg Custodian,"$54,655.40 ",54655.4,4.737633077
2330,White,Male,1,Brighton Cntr - Youth & Families,Athletic Director,"$52,319.31 ",52319.31,4.718662008
2331,White,Female,0,BPS Special Education,One to One Para,"$48,115.25 ",48115.25,4.682282747
2332,White,Male,1,BPS Tynan Elementary,Teacher,"$114,153.22 ",114153.22,5.057488166
2333,White,Male,1,Traffic Division,Supvising Traffic Engineer,"$125,678.65 ",125678.65,5.099261507
2334,White,Male,1,BPS Special Education,Community Field Coordinator,"$69,802.79 ",69802.79,4.843872782
2335,Hispanic,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$32,919.43 ",32919.43,4.517452307
2336,Hispanic,Male,1,Traffic Division,Parking Meter Supervisor,"$5,097.11 ",5097.11,3.707324006
2337,Hispanic,NA,1,Brighton Police Department,School Traffic Supv,"$9,100.56 ",9100.56,3.959068117
2338,Hispanic,NA,1,Public Works Department,Sr Highway Maint CrftsprsPwd##,"$27,383.79 ",27383.79,4.437493556
2339,Hispanic,Male,1,Public Works Department,Code Enforce Offc,"$51,856.04 ",51856.04,4.714799349
2340,Hispanic,Male,1,Brighton Police Department,Police Officer,"$74,372.40 ",74372.4,4.871411796
2341,Hispanic,Male,1,BPS Transportation,Cab Monitor,"$19,892.98 ",19892.98,4.298699846
2342,Hispanic,Female,0,Ellison/Parks EES,Part-Time Cafeteria Attendant,"$12,288.96 ",12288.96,4.089515131
2343,Hispanic,Female,0,Hernandez K-8,Teacher,"$109,146.78 ",109146.78,5.038010928
2344,Hispanic,Female,0,Hernandez K-8,Before/After School Support,NA,NA,NA
2345,White,Female,0,Consumer Affairs & Licensing,Admin Asst,"$63,296.03 ",63296.03,4.801376471
2346,White,Female,0,BPS Holmes Elementary,Teacher,"$114,732.04 ",114732.04,5.059684716
2347,White,Male,1,Brighton Fire Department,Fire Fighter-Technician,"$103,161.56 ",103161.56,5.013517901
2348,White,Female,0,Gardner Pilot  Academy,Surround Care Paraprofessional,"$15,264.85 ",15264.85,4.183692541
2349,White,Female,0,BPS Beethoven Elementary,Teacher,"$89,110.94 ",89110.94,4.949931025
2350,White,Female,0,Curley K-8,Teacher,"$111,388.54 ",111388.54,5.046840512
2351,White,Female,0,Gardner Pilot  Academy,Teacher,"$81,665.49 ",81665.49,4.912038572
2352,White,Male,1,Brighton Fire Department,Dist Fire Chief,"$188,221.34 ",188221.34,5.274668861
2353,White,Female,0,BPS Hennigan Elementary,Teacher,"$125,498.16 ",125498.16,5.098637358
2354,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$12,243.08 ",12243.08,4.087890687
2355,White,Female,0,Brighton Police Department,Police Officer,"$102,327.75 ",102327.75,5.009993425
2356,White,Female,0,Ellison/Parks EES,Surround Care Paraprofessional,"$37,692.29 ",37692.29,4.576252524
2357,White,Female,0,Brighton Fire Department,Sr Admin Asst,"$82,653.07 ",82653.07,4.917258989
2358,White,Male,1,Brighton Cntr - Youth & Families,Athletic Director,"$40,966.53 ",40966.53,4.612429179
2359,White,Male,1,Brighton Police Department,Police Officer,"$94,279.13 ",94279.13,4.974415566
2360,White,Female,0,BPS East Brighton High,Teacher,"$116,601.14 ",116601.14,5.066702797
2361,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$37,785.14 ",37785.14,4.577321036
2362,White,Female,0,Brighton Police Department,Police Officer,"$99,612.00 ",99612,4.99831166
2363,White,Female,0,UP Academy Dorchester,Teacher,"$70,446.90 ",70446.9,4.847861887
2364,White,Male,1,Brighton Fire Department,Fire Fighter,"$128,226.79 ",128226.79,5.10797877
2365,White,NA,1,Brighton Fire Department,Fire Fighter,"$118,959.03 ",118959.03,5.075397414
2366,White,Female,0,Kilmer K-8,Lead Satellite Attendant B,"$22,105.66 ",22105.66,4.344503486
2367,White,Female,0,BPS Madison Park High,Teacher,"$113,610.92 ",113610.92,5.055420077
2368,White,Female,0,BPS Brighton Latin,Teacher,"$114,745.92 ",114745.92,5.059737252
2369,White,Female,0,BPS Blackstone Elementary,Guidance Advisor(1),"$35,676.81 ",35676.81,4.552386016
2370,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$13,701.65 ",13701.65,4.13677287
2371,White,Female,0,Brighton Cntr - Youth & Families,Program Supervisor,"$63,602.64 ",63602.64,4.803475143
2372,White,Female,0,BPS Substitute Teachers/Nurs,Sub Teacher - Retiree,"$5,104.49 ",5104.49,3.707952357
2373,White,Female,0,Traffic Division,Parking Meter Supervisor,"$7,539.41 ",7539.41,3.877337361
2374,White,Male,1,Brighton Police Department,Police Officer,"$95,250.87 ",95250.87,4.978868951
2375,White,NA,1,BPS Special Education,Sen Clerk School Sec 766-15B,"$44,455.74 ",44455.74,4.647927844
2376,White,Male,1,Brighton Fire Department,Dep Fire Chief Administration,"$237,523.79 ",237523.79,5.375707114
2377,White,Male,1,BPS Substitute Teachers/Nurs,Substitute Teacher,"$5,877.90 ",5877.9,3.769222193
2378,White,Male,1,Brighton Fire Department,Fire Fighter,"$114,385.64 ",114385.64,5.058371506
2379,White,Male,1,Brighton Police Department,Police Officer,"$74,372.40 ",74372.4,4.871411796
2380,White,Male,1,Age Strong,Driver,"$45,710.94 ",45710.94,4.660020152
2381,White,Male,1,Cemetery Division,Gen Park Maint Frprs,"$78,163.07 ",78163.07,4.893001609
2382,White,Male,1,Brighton Police Department,Police Officer,"$100,303.28 ",100303.28,5.001315135
2383,White,Female,0,BPS Bates Elementary,Teacher,"$114,430.06 ",114430.06,5.058540126
2384,White,Male,1,Brighton Police Department,Police Officer,"$91,184.69 ",91184.69,4.959921926
2385,White,Male,1,Brighton Police Department,Police Officer,"$82,440.09 ",82440.09,4.916138457
2386,White,Male,1,Election Division,Member-Bd Of Election,"$47,277.66 ",47277.66,4.674655973
2387,White,Male,1,Brighton Police Department,Police Detective,"$115,293.44 ",115293.44,5.061804597
2388,NA,Female,0,BPS Tynan Elementary,Teacher,"$122,492.25 ",122492.25,5.088108612
2389,NA,Female,0,BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$25,052.18 ",25052.18,4.398845523
2390,White,Female,0,BPS Health and Wellness,Director (BASAS 11B),"$122,933.00 ",122933,5.08966848
2391,White,Female,0,UP Academy Dorchester,SpEd Support Svcs Coordinator,"$76,943.65 ",76943.65,4.886172784
2392,White,Female,0,BPS Ohrenberger Elementary,Community Field Coordinator,"$54,974.54 ",54974.54,4.740161604
2393,White,Male,1,Parks Department,Laborer (Park),"$35,130.90 ",35130.9,4.545689276
2394,White,Male,1,BPS Facility Management,Jr Cust/Nights,"$55,230.07 ",55230.07,4.742175594
2395,White,Male,1,BPS East Brighton High,Rotc Instructor,"$98,809.68 ",98809.68,4.994799493
2396,White,Female,0,BPS Transportation,Cab Monitor,"$5,430.28 ",5430.28,3.734822224
2397,White,Female,0,BPS Chittick Elementary,Principal Elementary,"$153,387.93 ",153387.93,5.185791187
2398,White,Male,1,BPS Mason Elementary,Teacher,"$74,836.80 ",74836.8,4.874115209
2399,White,Female,0,Research Assess & Eval,Analyst (C),"$99,206.54 ",99206.54,4.996540303
2400,White,Female,0,BPS Bates Elementary,Teacher,"$108,046.98 ",108046.98,5.033612633
2401,White,Female,0,BPS Substitute Teachers/Nurs,Substitute Nurse,"$18,115.12 ",18115.12,4.258041215
2402,NA,Male,1,Brighton Public Library,Library Aide,"$11,571.00 ",11571,4.063370894
2403,White,Female,0,Age Strong,Adm Dir for Age-FriendlyBrighton,"$80,576.09 ",80576.09,4.906206189
2404,White,Male,1,Brighton Fire Department,Fire Fighter,"$102,461.13 ",102461.13,5.010559141
2405,White,Female,0,BPS Dever Elementary,Teacher,"$84,160.45 ",84160.45,4.925108049
2406,White,Male,1,Brighton Fire Department,Fire Fighter,"$97,405.10 ",97405.1,4.988581697
2407,White,Male,1,Brighton Police Department,Police Detective,"$97,937.45 ",97937.45,4.990948792
2408,White,Male,1,Brighton Fire Department,Fire Fighter,"$117,963.32 ",117963.32,5.071746987
2409,White,Female,0,Haley Pilot,Teacher,"$98,579.80 ",98579.8,4.993787933
2410,White,Male,1,Inspectional Services Dept,Wire Inspector,"$94,777.03 ",94777.03,4.976703095
2411,White,Female,0,BPS Brighton Latin,Teacher,"$105,846.96 ",105846.96,5.024678389
2412,White,Male,1,Brighton Police Department,Police Officer,"$95,165.22 ",95165.22,4.978478256
2413,White,Male,1,BPS Manning Elementary,Paraprofessional,"$7,335.66 ",7335.66,3.865439194
2414,White,Female,0,BPS Blackstone Elementary,Teacher,"$110,722.05 ",110722.05,5.044234118
2415,White,Male,1,Brighton Fire Department,Fire Fighter,"$108,430.63 ",108430.63,5.035151981
2416,White,Male,1,Brighton Police Department,Police Lieutenant,"$144,226.38 ",144226.38,5.159044703
2417,White,Female,0,BPS Grew Elementary,Teacher,"$124,609.22 ",124609.22,5.095550178
2418,White,Female,0,Curley K-8,SpEd Support Svcs Coordinator,"$118,052.84 ",118052.84,5.072076439
2419,White,Female,0,BPS McKinley Middle,Teacher,"$117,791.64 ",117791.64,5.071114468
2420,NA,Male,1,Parks Department,Animal Room Attendant,"$37,055.98 ",37055.98,4.568858303
2421,White,NA,1,Jackson/Mann K-8,Paraprofessional,"$33,962.01 ",33962.01,4.530993386
2422,White,Female,0,Kilmer K-8,Paraprofessional,"$32,982.03 ",32982.03,4.518277382
2423,NA,Male,1,Jackson/Mann K-8,Family Liaison,"$8,283.17 ",8283.17,3.918196575
2424,White,Female,0,Brighton Cntr - Youth & Families,Outreach & Engmnt Coord (BCYF),"$52,390.46 ",52390.46,4.719252212
2425,White,Male,1,Public Works Department,Hvy Mtr Equip Oper & P W Lbr,"$9,866.06 ",9866.06,3.994143752
2426,White,NA,1,Brighton Cntr - Youth & Families,Youth Worker,"$50,491.26 ",50491.26,4.703216209
2427,White,Female,0,BPS Everett Elementary,Staff Asst (B),"$63,347.30 ",63347.3,4.801728109
2428,White,Female,0,Office of Arts & Culture,Staff Asst I,"$58,419.02 ",58419.02,4.766554267
2429,White,Female,0,Brighton Police Department,Police Offc Mobile Offc 2$6,"$105,916.61 ",105916.61,5.024964072
2430,Black,Female,0,BPS Office Of Budget Mgmt,Attendant,"$5,088.66 ",5088.66,3.706603434
2431,White,Male,1,Brighton Police Department,Police Sergeant,"$123,237.94 ",123237.94,5.09074443
2432,NA,Female,0,Newcomers Academy,Teacher,"$113,412.28 ",113412.28,5.054660081
2433,White,Female,0,Brighton Public Library,Childrens Librarian II,"$79,594.80 ",79594.8,4.900884696
2434,White,NA,1,UP Academy Dorchester,Part-Time Cafeteria Attendant,"$16,868.62 ",16868.62,4.227079555
2435,White,Male,1,Dpt of Innovation & Technology,Sr Data Proc Sys Anl (ASD/DPU),"$125,678.62 ",125678.62,5.099261403
2436,White,Female,0,Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"$108,170.68 ",108170.68,5.03410956
2437,White,Female,0,Brighton Cntr - Youth & Families,Lifeguard II,"$57,739.48 ",57739.48,4.761472868
2438,White,Female,0,BPS McKinley Middle,Teacher,"$124,512.00 ",124512,5.095211209
2439,White,Female,0,Office of Arts & Culture,Employment Agreement,$104.00 ,104,2.017033339
